OpenTime,Open,High,Low,Close,Volume,CloseTime,qav,numTrades,tbbav,tbqav,ignore
2020-01-02 05:45:00.000,0.018138000,0.018163000,0.018133000,0.018152000,468.453000000,2020-01-02 05:59:59.999,8.49975999,690,180.38500000,3.27351898,0
2020-01-02 06:00:00.000,0.018153000,0.018159000,0.018140000,0.018146000,290.467000000,2020-01-02 06:14:59.999,5.27128861,598,119.59200000,2.17060748,0
2020-01-02 06:15:00.000,0.018143000,0.018168000,0.018133000,0.018166000,363.313000000,2020-01-02 06:29:59.999,6.59419957,705,247.05300000,4.48462831,0
2020-01-02 06:30:00.000,0.018167000,0.018187000,0.018166000,0.018182000,412.706000000,2020-01-02 06:44:59.999,7.50031704,923,172.14200000,3.12880369,0
2020-01-02 06:45:00.000,0.018182000,0.018189000,0.018131000,0.018140000,315.510000000,2020-01-02 06:59:59.999,5.72882842,724,168.15800000,3.05327575,0
2020-01-02 07:00:00.000,0.018138000,0.018160000,0.018138000,0.018153000,503.929000000,2020-01-02 07:14:59.999,9.14483533,749,287.17600000,5.21185844,0
2020-01-02 07:15:00.000,0.018150000,0.018165000,0.018138000,0.018154000,629.406000000,2020-01-02 07:29:59.999,11.42531109,709,324.93500000,5.89896804,0
2020-01-02 07:30:00.000,0.018153000,0.018180000,0.018144000,0.018180000,461.416000000,2020-01-02 07:44:59.999,8.38076943,748,242.00700000,4.39584097,0
2020-01-02 07:45:00.000,0.018178000,0.018193000,0.018172000,0.018181000,463.141000000,2020-01-02 07:59:59.999,8.42256491,642,237.77900000,4.32472592,0
2020-01-02 08:00:00.000,0.018174000,0.018208000,0.018174000,0.018198000,898.196000000,2020-01-02 08:14:59.999,16.34072859,772,324.20900000,5.90011872,0
2020-01-02 08:15:00.000,0.018199000,0.018200000,0.018169000,0.018191000,541.996000000,2020-01-02 08:29:59.999,9.85395192,670,236.19100000,4.29464750,0
2020-01-02 08:30:00.000,0.018191000,0.018205000,0.018176000,0.018191000,613.137000000,2020-01-02 08:44:59.999,11.15389069,770,294.70600000,5.36169589,0
2020-01-02 08:45:00.000,0.018193000,0.018209000,0.018177000,0.018202000,450.046000000,2020-01-02 08:59:59.999,8.18893137,613,153.47300000,2.79277751,0
2020-01-02 09:00:00.000,0.018203000,0.018209000,0.018156000,0.018166000,548.634000000,2020-01-02 09:14:59.999,9.97201143,706,168.35700000,3.06067198,0
2020-01-02 09:15:00.000,0.018166000,0.018167000,0.018141000,0.018150000,293.254000000,2020-01-02 09:29:59.999,5.32382959,589,155.83100000,2.82928336,0
2020-01-02 09:30:00.000,0.018148000,0.018169000,0.018147000,0.018164000,669.858000000,2020-01-02 09:44:59.999,12.16406002,648,352.60800000,6.40321941,0
2020-01-02 09:45:00.000,0.018166000,0.018168000,0.018143000,0.018147000,405.610000000,2020-01-02 09:59:59.999,7.36367559,675,195.10300000,3.54220589,0
2020-01-02 10:00:00.000,0.018145000,0.018156000,0.018123000,0.018152000,970.731000000,2020-01-02 10:14:59.999,17.61053632,1024,411.49400000,7.46541970,0
2020-01-02 10:15:00.000,0.018152000,0.018158000,0.018114000,0.018125000,813.945000000,2020-01-02 10:29:59.999,14.75916545,767,245.14500000,4.44612707,0
2020-01-02 10:30:00.000,0.018125000,0.018136000,0.018118000,0.018131000,580.456000000,2020-01-02 10:44:59.999,10.52301435,766,305.54300000,5.53957169,0
2020-01-02 10:45:00.000,0.018129000,0.018132000,0.018103000,0.018113000,688.884000000,2020-01-02 10:59:59.999,12.48336428,831,279.07600000,5.05733835,0
2020-01-02 11:00:00.000,0.018115000,0.018132000,0.018109000,0.018115000,572.557000000,2020-01-02 11:14:59.999,10.37360735,795,302.35100000,5.47855649,0
2020-01-02 11:15:00.000,0.018118000,0.018130000,0.018106000,0.018125000,613.215000000,2020-01-02 11:29:59.999,11.11069175,684,405.19800000,7.34241687,0
2020-01-02 11:30:00.000,0.018124000,0.018138000,0.018109000,0.018132000,738.642000000,2020-01-02 11:44:59.999,13.38849257,638,399.33000000,7.23953554,0
2020-01-02 11:45:00.000,0.018130000,0.018149000,0.018123000,0.018139000,877.114000000,2020-01-02 11:59:59.999,15.90485674,1017,473.05000000,8.57875276,0
2020-01-02 12:00:00.000,0.018146000,0.018155000,0.018130000,0.018136000,645.368000000,2020-01-02 12:14:59.999,11.70900519,901,228.49900000,4.14589476,0
2020-01-02 12:15:00.000,0.018135000,0.018142000,0.018130000,0.018137000,426.685000000,2020-01-02 12:29:59.999,7.73802007,672,244.18200000,4.42854138,0
2020-01-02 12:30:00.000,0.018136000,0.018150000,0.018123000,0.018139000,673.549000000,2020-01-02 12:44:59.999,12.21324045,887,368.01800000,6.67407819,0
2020-01-02 12:45:00.000,0.018139000,0.018161000,0.018129000,0.018156000,561.133000000,2020-01-02 12:59:59.999,10.18180761,698,330.23100000,5.99231751,0
2020-01-02 13:00:00.000,0.018156000,0.018168000,0.018141000,0.018166000,564.226000000,2020-01-02 13:14:59.999,10.24341547,689,348.27000000,6.32336467,0
2020-01-02 13:15:00.000,0.018161000,0.018175000,0.018158000,0.018164000,487.366000000,2020-01-02 13:29:59.999,8.85277182,626,193.66500000,3.51811662,0
2020-01-02 13:30:00.000,0.018166000,0.018183000,0.018140000,0.018163000,853.607000000,2020-01-02 13:44:59.999,15.49840576,864,412.63500000,7.49349576,0
2020-01-02 13:45:00.000,0.018160000,0.018165000,0.018135000,0.018139000,1535.999000000,2020-01-02 13:59:59.999,27.86696556,715,1165.37400000,21.14129883,0
2020-01-02 14:00:00.000,0.018137000,0.018167000,0.018120000,0.018146000,883.973000000,2020-01-02 14:14:59.999,16.03532440,959,533.44500000,9.67714452,0
2020-01-02 14:15:00.000,0.018143000,0.018151000,0.018129000,0.018139000,586.173000000,2020-01-02 14:29:59.999,10.63378193,666,275.06600000,4.99092921,0
2020-01-02 14:30:00.000,0.018139000,0.018145000,0.018120000,0.018135000,613.461000000,2020-01-02 14:44:59.999,11.12339351,772,299.60700000,5.43292601,0
2020-01-02 14:45:00.000,0.018136000,0.018152000,0.018120000,0.018131000,833.165000000,2020-01-02 14:59:59.999,15.11143043,611,421.29300000,7.64162049,0
2020-01-02 15:00:00.000,0.018132000,0.018159000,0.018127000,0.018146000,461.819000000,2020-01-02 15:14:59.999,8.38105323,683,238.30600000,4.32456240,0
2020-01-02 15:15:00.000,0.018147000,0.018170000,0.018146000,0.018157000,787.620000000,2020-01-02 15:29:59.999,14.30203658,736,353.46300000,6.41903095,0
2020-01-02 15:30:00.000,0.018157000,0.018177000,0.018148000,0.018174000,745.666000000,2020-01-02 15:44:59.999,13.54387650,723,248.53100000,4.51494206,0
2020-01-02 15:45:00.000,0.018172000,0.018190000,0.018163000,0.018173000,599.668000000,2020-01-02 15:59:59.999,10.90086837,838,259.45300000,4.71695582,0
2020-01-02 16:00:00.000,0.018174000,0.018175000,0.018131000,0.018159000,544.889000000,2020-01-02 16:14:59.999,9.88895037,1132,264.93400000,4.80823732,0
2020-01-02 16:15:00.000,0.018162000,0.018180000,0.018150000,0.018174000,1218.671000000,2020-01-02 16:29:59.999,22.14259725,1386,803.44000000,14.59969921,0
2020-01-02 16:30:00.000,0.018172000,0.018184000,0.018147000,0.018158000,1008.706000000,2020-01-02 16:44:59.999,18.32547180,1081,435.85000000,7.91866390,0
2020-01-02 16:45:00.000,0.018151000,0.018158000,0.017965000,0.018095000,5970.438000000,2020-01-02 16:59:59.999,107.82650262,3512,2688.27400000,48.53000676,0
2020-01-02 17:00:00.000,0.018094000,0.018232000,0.018067000,0.018182000,5053.106000000,2020-01-02 17:14:59.999,91.74529121,3941,2840.59500000,51.58813470,0
2020-01-02 17:15:00.000,0.018181000,0.018261000,0.018175000,0.018237000,2483.275000000,2020-01-02 17:29:59.999,45.26065863,2294,1688.62000000,30.77552544,0
2020-01-02 17:30:00.000,0.018239000,0.018286000,0.018226000,0.018282000,1515.273000000,2020-01-02 17:44:59.999,27.67175097,1698,884.98500000,16.16208494,0
2020-01-02 17:45:00.000,0.018282000,0.018296000,0.018260000,0.018280000,1151.457000000,2020-01-02 17:59:59.999,21.05200318,1185,525.32700000,9.60488846,0
