OpenTime,Open,High,Low,Close,Volume,CloseTime,qav,numTrades,tbbav,tbqav,ignore
2020-01-01 00:00:00.000,0.017954000,0.017963000,0.017920000,0.017951000,572.737000000,2020-01-01 00:14:59.999,10.27509902,845,214.65500000,3.85115751,0
2020-01-01 00:15:00.000,0.017950000,0.017958000,0.017929000,0.017938000,514.849000000,2020-01-01 00:29:59.999,9.23938477,677,400.33700000,7.18479238,0
2020-01-01 00:30:00.000,0.017938000,0.017961000,0.017936000,0.017949000,405.676000000,2020-01-01 00:44:59.999,7.28259146,627,237.15100000,4.25744652,0
2020-01-01 00:45:00.000,0.017950000,0.017969000,0.017925000,0.017957000,507.412000000,2020-01-01 00:59:59.999,9.10402726,824,209.58300000,3.76076331,0
2020-01-01 01:00:00.000,0.017958000,0.017973000,0.017945000,0.017958000,372.592000000,2020-01-01 01:14:59.999,6.69067242,639,115.09500000,2.06709156,0
2020-01-01 01:15:00.000,0.017958000,0.018090000,0.017954000,0.018062000,1844.157000000,2020-01-01 01:29:59.999,33.24125754,1679,975.83300000,17.58383344,0
2020-01-01 01:30:00.000,0.018063000,0.018084000,0.018048000,0.018068000,1089.582000000,2020-01-01 01:44:59.999,19.67902721,1062,579.39200000,10.46479751,0
2020-01-01 01:45:00.000,0.018068000,0.018105000,0.018028000,0.018105000,1517.489000000,2020-01-01 01:59:59.999,27.41204708,1075,976.19300000,17.63839486,0
2020-01-01 02:00:00.000,0.018106000,0.018145000,0.018062000,0.018088000,932.799000000,2020-01-01 02:14:59.999,16.88123686,1085,300.58600000,5.43989602,0
2020-01-01 02:15:00.000,0.018089000,0.018105000,0.018080000,0.018095000,649.934000000,2020-01-01 02:29:59.999,11.75828174,763,291.93100000,5.28200622,0
2020-01-01 02:30:00.000,0.018095000,0.018110000,0.018061000,0.018066000,599.075000000,2020-01-01 02:44:59.999,10.83436157,660,262.93900000,4.75453637,0
2020-01-01 02:45:00.000,0.018067000,0.018079000,0.018058000,0.018066000,703.804000000,2020-01-01 02:59:59.999,12.71740742,880,279.07000000,5.04352613,0
2020-01-01 03:00:00.000,0.018067000,0.018073000,0.018012000,0.018016000,488.450000000,2020-01-01 03:14:59.999,8.81072459,913,243.59300000,4.39378171,0
2020-01-01 03:15:00.000,0.018016000,0.018044000,0.018012000,0.018024000,352.887000000,2020-01-01 03:29:59.999,6.36088021,716,135.97800000,2.45125074,0
2020-01-01 03:30:00.000,0.018026000,0.018031000,0.018007000,0.018017000,262.152000000,2020-01-01 03:44:59.999,4.72367862,677,97.56800000,1.75815381,0
2020-01-01 03:45:00.000,0.018014000,0.018037000,0.017995000,0.018021000,629.058000000,2020-01-01 03:59:59.999,11.33422192,719,302.90300000,5.45835846,0
2020-01-01 04:00:00.000,0.018020000,0.018045000,0.018009000,0.018040000,767.012000000,2020-01-01 04:14:59.999,13.83374531,650,170.35400000,3.07184843,0
2020-01-01 04:15:00.000,0.018041000,0.018059000,0.018024000,0.018025000,361.557000000,2020-01-01 04:29:59.999,6.52259809,715,140.77800000,2.54004893,0
2020-01-01 04:30:00.000,0.018025000,0.018081000,0.018023000,0.018060000,505.990000000,2020-01-01 04:44:59.999,9.13847683,808,249.40100000,4.50455719,0
2020-01-01 04:45:00.000,0.018061000,0.018071000,0.018021000,0.018040000,494.558000000,2020-01-01 04:59:59.999,8.92188399,766,312.31400000,5.63336361,0
2020-01-01 05:00:00.000,0.018033000,0.018046000,0.018011000,0.018030000,854.783000000,2020-01-01 05:14:59.999,15.41093559,1122,431.38600000,7.77836447,0
2020-01-01 05:15:00.000,0.018029000,0.018060000,0.018018000,0.018051000,995.080000000,2020-01-01 05:29:59.999,17.95600557,781,620.02400000,11.18811374,0
2020-01-01 05:30:00.000,0.018054000,0.018061000,0.018037000,0.018048000,649.030000000,2020-01-01 05:44:59.999,11.71537486,743,354.20500000,6.39417969,0
2020-01-01 05:45:00.000,0.018049000,0.018061000,0.018030000,0.018037000,484.961000000,2020-01-01 05:59:59.999,8.74954175,692,266.02500000,4.80033677,0
2020-01-01 06:00:00.000,0.018039000,0.018077000,0.018027000,0.018050000,457.469000000,2020-01-01 06:14:59.999,8.25670685,682,245.73400000,4.43447175,0
2020-01-01 06:15:00.000,0.018046000,0.018079000,0.018041000,0.018073000,506.909000000,2020-01-01 06:29:59.999,9.15403422,747,298.66300000,5.39401930,0
2020-01-01 06:30:00.000,0.018078000,0.018079000,0.018063000,0.018071000,333.744000000,2020-01-01 06:44:59.999,6.03110823,741,173.99100000,3.14440461,0
2020-01-01 06:45:00.000,0.018069000,0.018071000,0.018034000,0.018053000,668.698000000,2020-01-01 06:59:59.999,12.07388362,866,229.21600000,4.13851379,0
2020-01-01 07:00:00.000,0.018052000,0.018062000,0.018043000,0.018048000,439.086000000,2020-01-01 07:14:59.999,7.92581958,687,162.80500000,2.93917290,0
2020-01-01 07:15:00.000,0.018044000,0.018071000,0.018035000,0.018059000,518.155000000,2020-01-01 07:29:59.999,9.35625149,1032,271.92900000,4.91029499,0
2020-01-01 07:30:00.000,0.018058000,0.018085000,0.018054000,0.018077000,408.481000000,2020-01-01 07:44:59.999,7.37972267,627,269.92000000,4.87659225,0
2020-01-01 07:45:00.000,0.018078000,0.018087000,0.018060000,0.018070000,393.428000000,2020-01-01 07:59:59.999,7.11051733,586,173.84800000,3.14225838,0
2020-01-01 08:00:00.000,0.018068000,0.018088000,0.018063000,0.018087000,469.601000000,2020-01-01 08:14:59.999,8.48758674,617,212.68200000,3.84430845,0
2020-01-01 08:15:00.000,0.018084000,0.018095000,0.018060000,0.018082000,1000.280000000,2020-01-01 08:29:59.999,18.08384855,758,737.94700000,13.34159151,0
2020-01-01 08:30:00.000,0.018081000,0.018094000,0.018074000,0.018086000,730.248000000,2020-01-01 08:44:59.999,13.20743865,881,338.96800000,6.13106959,0
2020-01-01 08:45:00.000,0.018087000,0.018103000,0.018080000,0.018103000,754.152000000,2020-01-01 08:59:59.999,13.64248310,854,433.86600000,7.84922022,0
2020-01-01 09:00:00.000,0.018103000,0.018117000,0.018099000,0.018115000,692.645000000,2020-01-01 09:14:59.999,12.54236718,754,321.26100000,5.81784301,0
2020-01-01 09:15:00.000,0.018112000,0.018120000,0.018103000,0.018108000,479.425000000,2020-01-01 09:29:59.999,8.68347619,695,246.20000000,4.45953602,0
2020-01-01 09:30:00.000,0.018108000,0.018119000,0.018101000,0.018112000,437.613000000,2020-01-01 09:44:59.999,7.92485171,751,263.15900000,4.76600816,0
2020-01-01 09:45:00.000,0.018113000,0.018117000,0.018101000,0.018110000,408.602000000,2020-01-01 09:59:59.999,7.39996882,693,237.75800000,4.30621602,0
2020-01-01 10:00:00.000,0.018110000,0.018138000,0.018102000,0.018125000,518.491000000,2020-01-01 10:14:59.999,9.39350644,767,266.74800000,4.83310655,0
2020-01-01 10:15:00.000,0.018123000,0.018127000,0.018103000,0.018118000,661.513000000,2020-01-01 10:29:59.999,11.98349192,705,370.51100000,6.71233076,0
2020-01-01 10:30:00.000,0.018117000,0.018145000,0.018114000,0.018142000,320.473000000,2020-01-01 10:44:59.999,5.80958238,681,205.33000000,3.72243246,0
2020-01-01 10:45:00.000,0.018142000,0.018151000,0.018131000,0.018146000,555.018000000,2020-01-01 10:59:59.999,10.06984997,835,232.99300000,4.22766061,0
2020-01-01 11:00:00.000,0.018148000,0.018149000,0.018128000,0.018139000,442.200000000,2020-01-01 11:14:59.999,8.02007917,587,198.61000000,3.60200829,0
2020-01-01 11:15:00.000,0.018139000,0.018236000,0.018124000,0.018231000,1407.794000000,2020-01-01 11:29:59.999,25.60688258,1867,810.35900000,14.74366248,0
2020-01-01 11:30:00.000,0.018232000,0.018232000,0.018192000,0.018207000,757.958000000,2020-01-01 11:44:59.999,13.80154002,935,364.68500000,6.64071091,0
2020-01-01 11:45:00.000,0.018206000,0.018220000,0.018162000,0.018165000,712.183000000,2020-01-01 11:59:59.999,12.95253493,888,303.23200000,5.51523304,0
2020-01-01 12:00:00.000,0.018165000,0.018187000,0.018162000,0.018178000,611.718000000,2020-01-01 12:14:59.999,11.11811404,800,371.90300000,6.75960834,0
2020-01-01 12:15:00.000,0.018179000,0.018194000,0.018158000,0.018167000,615.364000000,2020-01-01 12:29:59.999,11.18608276,778,309.17700000,5.62085895,0
2020-01-01 12:30:00.000,0.018170000,0.018187000,0.018159000,0.018178000,541.855000000,2020-01-01 12:44:59.999,9.84547634,711,268.91500000,4.88720199,0
2020-01-01 12:45:00.000,0.018177000,0.018211000,0.018169000,0.018210000,425.688000000,2020-01-01 12:59:59.999,7.74233825,686,302.44000000,5.50104666,0
2020-01-01 13:00:00.000,0.018210000,0.018245000,0.018209000,0.018217000,786.673000000,2020-01-01 13:14:59.999,14.34084731,933,365.72900000,6.66681000,0
2020-01-01 13:15:00.000,0.018217000,0.018220000,0.018193000,0.018200000,1062.080000000,2020-01-01 13:29:59.999,19.33181459,911,825.97200000,15.03459434,0
2020-01-01 13:30:00.000,0.018201000,0.018215000,0.018194000,0.018215000,1056.377000000,2020-01-01 13:44:59.999,19.23408022,770,934.03500000,17.00653904,0
2020-01-01 13:45:00.000,0.018216000,0.018246000,0.018214000,0.018231000,403.787000000,2020-01-01 13:59:59.999,7.36107529,680,231.56000000,4.22176293,0
2020-01-01 14:00:00.000,0.018233000,0.018238000,0.018188000,0.018236000,989.936000000,2020-01-01 14:14:59.999,18.02609356,705,390.70000000,7.11429774,0
2020-01-01 14:15:00.000,0.018236000,0.018286000,0.018236000,0.018274000,814.524000000,2020-01-01 14:29:59.999,14.87633081,1329,352.73800000,6.44145542,0
2020-01-01 14:30:00.000,0.018275000,0.018295000,0.018252000,0.018275000,587.838000000,2020-01-01 14:44:59.999,10.74558222,840,261.87300000,4.78739421,0
2020-01-01 14:45:00.000,0.018274000,0.018283000,0.018261000,0.018269000,915.879000000,2020-01-01 14:59:59.999,16.73491492,807,588.39200000,10.75220330,0
2020-01-01 15:00:00.000,0.018271000,0.018294000,0.018261000,0.018274000,864.781000000,2020-01-01 15:14:59.999,15.80542880,1040,445.89600000,8.15047908,0
2020-01-01 15:15:00.000,0.018272000,0.018276000,0.018220000,0.018225000,493.440000000,2020-01-01 15:29:59.999,9.00420761,764,149.50100000,2.72811253,0
2020-01-01 15:30:00.000,0.018226000,0.018260000,0.018221000,0.018245000,800.042000000,2020-01-01 15:44:59.999,14.59110739,1047,421.32000000,7.68401389,0
2020-01-01 15:45:00.000,0.018243000,0.018275000,0.018240000,0.018253000,1040.232000000,2020-01-01 15:59:59.999,18.98777637,1350,552.84000000,10.09260278,0
2020-01-01 16:00:00.000,0.018257000,0.018295000,0.018251000,0.018285000,837.782000000,2020-01-01 16:14:59.999,15.31213506,898,456.18300000,8.33763372,0
2020-01-01 16:15:00.000,0.018288000,0.018299000,0.018264000,0.018292000,1301.606000000,2020-01-01 16:29:59.999,23.80178433,897,297.91700000,5.44786063,0
2020-01-01 16:30:00.000,0.018291000,0.018314000,0.018282000,0.018308000,817.374000000,2020-01-01 16:44:59.999,14.95916905,1271,517.64800000,9.47425514,0
2020-01-01 16:45:00.000,0.018305000,0.018348000,0.018304000,0.018342000,800.268000000,2020-01-01 16:59:59.999,14.65941803,1414,360.29300000,6.60091893,0
2020-01-01 17:00:00.000,0.018342000,0.018350000,0.018310000,0.018315000,878.552000000,2020-01-01 17:14:59.999,16.10712194,1036,460.26200000,8.43854760,0
2020-01-01 17:15:00.000,0.018318000,0.018356000,0.018293000,0.018317000,1027.303000000,2020-01-01 17:29:59.999,18.82397477,1084,654.06600000,11.98665967,0
2020-01-01 17:30:00.000,0.018318000,0.018324000,0.018283000,0.018290000,607.450000000,2020-01-01 17:44:59.999,11.11513272,863,282.18600000,5.16452297,0
2020-01-01 17:45:00.000,0.018291000,0.018298000,0.018287000,0.018293000,599.077000000,2020-01-01 17:59:59.999,10.95858098,774,199.20800000,3.64435813,0
2020-01-01 18:00:00.000,0.018293000,0.018295000,0.018263000,0.018277000,988.617000000,2020-01-01 18:14:59.999,18.07519881,1092,498.22600000,9.11083677,0
2020-01-01 18:15:00.000,0.018279000,0.018288000,0.018215000,0.018216000,1077.967000000,2020-01-01 18:29:59.999,19.69068797,1190,484.60900000,8.85258581,0
2020-01-01 18:30:00.000,0.018219000,0.018249000,0.018212000,0.018244000,520.219000000,2020-01-01 18:44:59.999,9.47966813,917,251.51000000,4.58313874,0
2020-01-01 18:45:00.000,0.018243000,0.018249000,0.018215000,0.018238000,450.349000000,2020-01-01 18:59:59.999,8.20964548,710,264.68500000,4.82560548,0
2020-01-01 19:00:00.000,0.018235000,0.018244000,0.018201000,0.018233000,479.217000000,2020-01-01 19:14:59.999,8.72906922,700,226.66800000,4.12885238,0
2020-01-01 19:15:00.000,0.018231000,0.018240000,0.018213000,0.018234000,493.356000000,2020-01-01 19:29:59.999,8.99195157,541,274.40400000,5.00084576,0
2020-01-01 19:30:00.000,0.018231000,0.018271000,0.018229000,0.018233000,353.903000000,2020-01-01 19:44:59.999,6.45720420,743,204.69900000,3.73479923,0
2020-01-01 19:45:00.000,0.018232000,0.018257000,0.018230000,0.018244000,384.317000000,2020-01-01 19:59:59.999,7.01239231,614,158.22000000,2.88737509,0
2020-01-01 20:00:00.000,0.018245000,0.018247000,0.018226000,0.018228000,368.144000000,2020-01-01 20:14:59.999,6.71389740,529,180.12300000,3.28506196,0
2020-01-01 20:15:00.000,0.018231000,0.018265000,0.018224000,0.018252000,504.132000000,2020-01-01 20:29:59.999,9.19628655,746,265.66900000,4.84528637,0
2020-01-01 20:30:00.000,0.018253000,0.018261000,0.018232000,0.018256000,364.975000000,2020-01-01 20:44:59.999,6.66037122,710,197.87600000,3.61167286,0
2020-01-01 20:45:00.000,0.018257000,0.018271000,0.018255000,0.018263000,569.882000000,2020-01-01 20:59:59.999,10.40985898,695,286.06600000,5.22555187,0
2020-01-01 21:00:00.000,0.018263000,0.018272000,0.018249000,0.018260000,1119.678000000,2020-01-01 21:14:59.999,20.44463769,925,855.46900000,15.62020278,0
2020-01-01 21:15:00.000,0.018263000,0.018295000,0.018256000,0.018270000,433.269000000,2020-01-01 21:29:59.999,7.91721761,853,204.17500000,3.73143765,0
2020-01-01 21:30:00.000,0.018271000,0.018289000,0.018223000,0.018249000,867.214000000,2020-01-01 21:44:59.999,15.82909296,886,312.89500000,5.71314204,0
2020-01-01 21:45:00.000,0.018244000,0.018269000,0.018212000,0.018226000,615.622000000,2020-01-01 21:59:59.999,11.22673193,767,258.81700000,4.71957947,0
2020-01-01 22:00:00.000,0.018224000,0.018224000,0.018050000,0.018095000,3870.336000000,2020-01-01 22:14:59.999,70.10359676,3539,1426.71800000,25.83380316,0
2020-01-01 22:15:00.000,0.018094000,0.018097000,0.018066000,0.018070000,1459.905000000,2020-01-01 22:29:59.999,26.39332547,1050,356.82000000,6.45284720,0
2020-01-01 22:30:00.000,0.018073000,0.018086000,0.018055000,0.018081000,899.087000000,2020-01-01 22:44:59.999,16.24506623,923,425.68100000,7.69173320,0
2020-01-01 22:45:00.000,0.018082000,0.018133000,0.018067000,0.018100000,903.999000000,2020-01-01 22:59:59.999,16.35720247,980,332.94900000,6.02599812,0
2020-01-01 23:00:00.000,0.018099000,0.018107000,0.018071000,0.018085000,857.319000000,2020-01-01 23:14:59.999,15.50289862,769,539.12600000,9.74775301,0
2020-01-01 23:15:00.000,0.018087000,0.018134000,0.018085000,0.018131000,444.378000000,2020-01-01 23:29:59.999,8.04888825,777,252.98600000,4.58314264,0
2020-01-01 23:30:00.000,0.018132000,0.018145000,0.018116000,0.018139000,776.528000000,2020-01-01 23:44:59.999,14.07813995,726,570.81900000,10.34854778,0
2020-01-01 23:45:00.000,0.018139000,0.018167000,0.018131000,0.018150000,805.739000000,2020-01-01 23:59:59.999,14.62335384,980,369.92400000,6.71420811,0
2020-01-02 00:00:00.000,0.018152000,0.018156000,0.018125000,0.018125000,434.794000000,2020-01-02 00:14:59.999,7.88752284,651,244.07000000,4.42803843,0
2020-01-02 00:15:00.000,0.018126000,0.018126000,0.018106000,0.018113000,342.384000000,2020-01-02 00:29:59.999,6.20205909,569,173.86300000,3.14956199,0
2020-01-02 00:30:00.000,0.018114000,0.018131000,0.018106000,0.018128000,403.217000000,2020-01-02 00:44:59.999,7.30660999,631,167.10500000,3.02812039,0
2020-01-02 00:45:00.000,0.018128000,0.018134000,0.018105000,0.018117000,502.283000000,2020-01-02 00:59:59.999,9.10036547,710,206.05500000,3.73365847,0
2020-01-02 01:00:00.000,0.018119000,0.018120000,0.018098000,0.018114000,344.798000000,2020-01-02 01:14:59.999,6.24344248,541,127.46600000,2.30843033,0
2020-01-02 01:15:00.000,0.018118000,0.018143000,0.018116000,0.018139000,367.798000000,2020-01-02 01:29:59.999,6.66889273,619,201.73600000,3.65833044,0
2020-01-02 01:30:00.000,0.018141000,0.018146000,0.018096000,0.018112000,420.340000000,2020-01-02 01:44:59.999,7.61606937,551,221.85000000,4.02004670,0
2020-01-02 01:45:00.000,0.018110000,0.018120000,0.018100000,0.018100000,347.516000000,2020-01-02 01:59:59.999,6.29290030,468,71.76900000,1.29987890,0
2020-01-02 02:00:00.000,0.018098000,0.018124000,0.018079000,0.018104000,683.992000000,2020-01-02 02:14:59.999,12.38260958,856,358.19000000,6.48446377,0
2020-01-02 02:15:00.000,0.018099000,0.018110000,0.018010000,0.018053000,2100.576000000,2020-01-02 02:29:59.999,37.91966367,1618,736.16300000,13.29002526,0
2020-01-02 02:30:00.000,0.018053000,0.018090000,0.018028000,0.018089000,1190.475000000,2020-01-02 02:44:59.999,21.49188267,1050,533.57400000,9.63161835,0
2020-01-02 02:45:00.000,0.018088000,0.018105000,0.018063000,0.018096000,655.446000000,2020-01-02 02:59:59.999,11.85412354,748,443.17200000,8.01511906,0
2020-01-02 03:00:00.000,0.018095000,0.018100000,0.018071000,0.018087000,879.136000000,2020-01-02 03:14:59.999,15.90250859,637,487.90300000,8.82584885,0
2020-01-02 03:15:00.000,0.018087000,0.018095000,0.018044000,0.018067000,834.557000000,2020-01-02 03:29:59.999,15.07624252,839,266.54200000,4.81481779,0
2020-01-02 03:30:00.000,0.018066000,0.018075000,0.018051000,0.018063000,912.873000000,2020-01-02 03:44:59.999,16.49027222,1057,455.66100000,8.23221981,0
2020-01-02 03:45:00.000,0.018064000,0.018117000,0.018060000,0.018110000,839.128000000,2020-01-02 03:59:59.999,15.17638079,1112,430.96700000,7.79476586,0
2020-01-02 04:00:00.000,0.018109000,0.018116000,0.018078000,0.018101000,860.416000000,2020-01-02 04:14:59.999,15.57235675,759,374.40800000,6.77711810,0
2020-01-02 04:15:00.000,0.018101000,0.018130000,0.018098000,0.018130000,923.267000000,2020-01-02 04:29:59.999,16.72704019,814,783.58400000,14.19623484,0
2020-01-02 04:30:00.000,0.018128000,0.018155000,0.018127000,0.018143000,1086.663000000,2020-01-02 04:44:59.999,19.71331695,943,646.79600000,11.73151874,0
2020-01-02 04:45:00.000,0.018146000,0.018155000,0.018129000,0.018144000,628.696000000,2020-01-02 04:59:59.999,11.40397050,786,252.42500000,4.57905928,0
2020-01-02 05:00:00.000,0.018144000,0.018153000,0.018111000,0.018119000,766.911000000,2020-01-02 05:14:59.999,13.90920527,639,130.08300000,2.35888465,0
2020-01-02 05:15:00.000,0.018116000,0.018152000,0.018110000,0.018120000,451.401000000,2020-01-02 05:29:59.999,8.18444577,737,222.06300000,4.02702166,0
2020-01-02 05:30:00.000,0.018120000,0.018146000,0.018114000,0.018138000,230.000000000,2020-01-02 05:44:59.999,4.17059595,644,146.28300000,2.65265436,0
